Question,Answer
"מהו ההיגד הנכון ביותר:
 
1. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
2. תוכנה רזה תעבוד בקלות על מחשב שמן
  
3. מחשב רזה יעבד בקלות תוכנה שמנה
  
4. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
 .",1
"בחר/י בתשובה הנכונה
 
1.   מודל 'מפל המים' הוא המודל הנפוץ ביותר כיום עקב גמישותו לשינויים
 
2.   במודל 'מפל המים' ניתן לשנות את הדרישות מהמוצר תוך כדי התהליך בקלות ובלי כל תהליך מיוחד
 
3.   פרויקט בניה מזכיר פרויקט תוכנה בהיבט הסיכוי שלו להצליח
 
4.   מודל 'מפל המים' הוא מודל מסודר, המחלק את הפרויקט לחלקים. במודל תמיד עובדים לפי הסדר ואי אפשר לעבור לשלב הבא לפני שהנוכחי נחתם ע'י הגורמים האחראיים *
 
 .",1
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
2.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
3.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
4.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
 .",3
"מדוע קיימים מערכות חינמיות לבסיסי נתונים (OPEN SOURCE)?
 
1.   להתאמן ולצבור נסיון בתכנות
 
2.   לייצר כלכלה חדשה ע""י תמיכה ברעיונות ללא יכולת פיתוח
 
3.   כל התשובות נכונות
 
4.   להתנגד לחברות מערכות המידע הגדולות השולטות
 
 .",2
"למה צריך מערכת לניהול בסיס נתונים? (DBMS)
 
1.   לשרת מספר עורכים ומשתמשים בקובץ
 
2.   למנוע כפילויות ובלבול במידע הנתון
 
3.   ליצור אחידות לצורה בה המידע שמור
 
4.   כל התשובות נכונות
 
 .",4
"בחר/י בתשובה הנכונה
 
1.   מודל 'מפל המים' הוא מודל מסודר, המחלק את הפרויקט לחלקים. במודל תמיד עובדים לפי הסדר ואי אפשר לעבור לשלב הבא לפני שהנוכחי נחתם ע'י הגורמים האחראיים *
 
2.   במודל 'מפל המים' ניתן לשנות את הדרישות מהמוצר תוך כדי התהליך בקלות ובלי כל תהליך מיוחד
 
3.   פרויקט בניה מזכיר פרויקט תוכנה בהיבט הסיכוי שלו להצליח
 
4.   מודל 'מפל המים' הוא המודל הנפוץ ביותר כיום עקב גמישותו לשינויים
 
 .",4
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. Agile
 
2. Firewall
 
3. RAD
 
4. מודל הספירלה
 
 .",4
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   Object Orianted
 
2.   Bentch Consistent Hospale (dialog ditrict)
 
3.   (Transaction log (click stream
 
4.   Cycle Jam (specific)
 
 .",4
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1.  ניתוח
  
2.  בדיקה
  
3.  עיצוב
  
4. רכישה  
 .",1
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1. כל התשובות נכונות
 
2.   אחד מעובדיו גנב מידע
 
3.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
4.   נשרפו המשרדים, נגרם נזק פיזי
 
 .",3
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר לוהט
 
2.   אתר פושר
 
3.   אתר חם
 
4.   אתר קר
 
 .",3
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1.   אחד מעובדיו גנב מידע
 
2.   נשרפו המשרדים, נגרם נזק פיזי
 
3. כל התשובות נכונות
 
4.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
 .",4
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
4. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
 .",3
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1.  ניתוח
  
2.  עיצוב
  
3.  בדיקה
  
4. רכישה  
 .",3
"מהי ההגדרה של TCO?
 
1.   כלל ההחזר על ההשקעה במערכת
 
2.   כלל התועלת מהטמעת המערכת בחברה
 
3.   כלל ההכנסות בעקבות הטמעת הארגון
 
4.   כלל העלויות הכרוכות בהטמעת המערכת בארגון
 
 .",4
"ICLOUD, DROPBOX ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   C2B מסוג Market Creator.
 
2.   B2C מסוג Service Provider.
 
3.   B2C מסוג Transaction Broker.
 
4.   C2B מסוג Service Provider.
 
 .",2
"מה התפקיד העיקרי של – FIREWALL?
 
1.  נותן אפשרות ללקוחות הארגונים לבצע עסקאות עם הארגון
  
2.  עיבודים מתמטיים מרוכבים
  
3.  בקרה על הכניסה והיציאה של התקשורת מהרשת הארגונית
  
4.  אנטי וירוס ארגוני
  
 .",4
"מה מהאפשרויות הבאות לא אפשרית?
 
1. לקוח רזה שמותקן על מחשב רזה
  
2. לקוח שמן שמותקן על מחשב רזה 
3. לקוח שמן שמותקן על מחשב שמן
  
4. לקוח רזה שמותקן על מחשב שמן
  
 .",4
"מהם הרמות לפיהן נהוג לחלק את תוכנה בין שרת ולקוח? 
1.    מערכת הפעלה, סיבים אופטים, לוגיקה
  
2.    לוגיקה, תצוגה, איכות הקובץ
  
3.    נתונים, מערכת הפעלה, איכות הקובץ *
  
4.    נתונים, לוגיקה, תצוגה/ממשק
  
 .",2
"יפנים השתלטו לי על המחשב ורשמו שעד שאשלם 50000$ המחשב בידם, באיזה סוג קוד זדוני הם השתמשו
 
1.   סוס טרויאני
 
2. וירוס
 
3.   כופר
 
4.   תולעת
 
 .",2
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
2. תקלה טכנית בכונן קשיח חשוב בחברה
 
3. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
4. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
 .",3
"איזה מהמשפטים הבאים נכון?
 
1. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
2. ניתן להריץ תוכנה רזה על מחשב שמן.
 
3. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
4. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
 .",2
"מה מבין הבאים הינו מדיניות של מערכות מידע בנוגע לחומרה
 
1.   שימוש בספקי שירותים חיצוניים
 
2.   בחירת מערכות מחשוב
 
3.   קביעת יכולות מחשוב
 
4.   כל התשובות נכונות
 
 .",4
"פרויקטים של פיתוח תוכנה נכשלים בשכיחות גבוהה, מדוע?
 
1.   מהירות השינויים הטכנולוגיים
 
2.   תוכנה אינה מוצר מוחשי
 
3.   כל התשובות נכונות
 
4.   חוסר יציבות של דרישות המשתמשים
 
 .",3
"ICLOUD, DROPBOX ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   C2B מסוג Market Creator.
 
2.   C2B מסוג Service Provider.
 
3.   B2C מסוג Service Provider.
 
4.   B2C מסוג Transaction Broker.
 
 .",1
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   בקרת גישה
 
2.   אבטחה פיסית
 
3.   אבטחת תוכנה
 
4.   אבטחת תקשורת
 
 .",2
"פרוטוקול תקשורת הוא:
 
1. אוסף של כללים המגדירים את אופן בקשת וקבלת נתונים במערכת תקשורת מסוימת
 
2. הצורה שבה בני אדם מדברים בטלפון
 
3. האופן שבו מערכת מבוססת BLE מסוגלת לדבר עם מערכת מבוססת NFC
 
4. האופן שבו מסמך WORD כתוב
 
 .",3
"מהו יתרון וחסרון אפשריים במדיניות של ""אתר חם"" כתוכנית התאוששות?
 
1.   יתרון – עלות נמוכה. חסרון – התאוששות איטית.
 
2.   יתרון – התאוששות מהירה. חסרון – קרבה פיזית של האתרים (במקרה של אסון).
 
3.   יתרון – עלות נמוכה. חסרון – חוסר גיבוי מספק של המידע.
 
4.   יתרון – התאוששות מידית. חסרון – עלות כפולה.
 
 .",1
"מהי מערכת המלצה?
 
1.   מערכת הממליצה למחשב באיזה סוג פרוטוקול להשתמש
 
2.   מסייעת למשתמשים על ידי מתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבורם
 
3.   מערכת המסייעת לארגון יעיל של זכרון המחשב
 
4.   מערכת המנפיקה הצעות ייעול לתפקוד המחשב
 
 .",4
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
2.   תמיד מגיע בצבע מסוים
 
3.   חומרתו חייבת להיות מסוג מאוד מסוים
 
4.   זכרון וכוח עיבוד גדול *
 
 .",1
"למה צריך מערכת לניהול בסיס נתונים? (DBMS)
 
1.   כל התשובות נכונות
 
2.   למנוע כפילויות ובלבול במידע הנתון
 
3.   לשרת מספר עורכים ומשתמשים בקובץ
 
4.   ליצור אחידות לצורה בה המידע שמור
 
 .",4
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
2.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
3.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
4.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
 .",2
"מה מהאפשרויות הבאות לא אפשרית?
 
1. לקוח שמן שמותקן על מחשב שמן
  
2. לקוח רזה שמותקן על מחשב שמן
  
3. לקוח רזה שמותקן על מחשב רזה
  
4. לקוח שמן שמותקן על מחשב רזה 
 .",2
"למה צריך מערכת לניהול בסיס נתונים? (DBMS)
 
1.   למנוע כפילויות ובלבול במידע הנתון
 
2.   לשרת מספר עורכים ומשתמשים בקובץ
 
3.   ליצור אחידות לצורה בה המידע שמור
 
4.   כל התשובות נכונות
 
 .",1
"מה מהבאים הינו תועלת בלתי מוחשית?
 
1.   צמצום בכוח אדם
 
2.   הגדלת המכירות
 
3.   עלייה במוניטין החברה
 
4.   אף תשובה אינה נכונה
 
 .",3
"מה מהבאים הינו כלי ליצירת בקרת גישה?
 
1.   זיהוי קולי
 
2.   כל התשובות נכונות
 
3.   טביעת אצבע
 
4.   כרטיס מגנטי
 
 .",4
"טכנולוגיית NFC (Near Frequency Communication) מבוססת על:
 
1. טכנולוגיית כרטיסים מגנטיים המבוססת על פס מגנטי הכולל את מספר חשבון הבנק של בעל הכרטיס.
 
2. טכנולוגיית רדיו הפועלת בתקן המאפשר לקשר בין רשת אלחוטית ורשת חוטים.
 
3. תקשורת רדיו בטווח קצר של מספר ס""מ. התקשורת מאפשרת יישומים בתחום הזדהות בכניסה למתחמים מסווגים, כרטיסי אוטובוס ובצוע תשלומים.
 
4. טכנולוגיית כרטיסים חכמים השונה מכרטיסים מגנטיים בכך שמבוססת עלשבב עם מעבד וזכרון ומאפשרת הצפנה ברמה גבוהה.
 
 .",4
"מה התכונה החשובה ביותר של שדה מפתח?
 
1.   ממספר את הרשומות בסדר עולה
 
2. מוצפן
 
3.   חד חד ערכי
 
4.   זהה בכל הרשומות
 
 .",3
"מה מהבאים נכון לגבי DBMS?
 
1.    מספקת שירותי נתונים למספר רב של יישומים שונים בו זמנית
  
2.    כל התשובות נכונות
  
3.    מערכת תוכנה המנהלת בסיס נתונים
  
4.    מאפשרת כתיבה וקריאה מבסיס הנתונים (ע""פ הגדרת המתכנת)
  
 .",2
"ירדן פתחה חברה חדשה, וכרגע היא נמצאת בפיתוח אמצעי אבטחת התקשורת והאינטרנט. ירדן מאוד חוששת שמתחריה בסינגפור ינסו להיכנס לתקשורת שלה ולפגוע בה. באיזה כלי יכולה ירדן להשתמש על מנת להסיר את החשש מליבה?
 
1.   אין לירדן מה לעשות חוץ מלהתפלל
 
2.   FIREWALL- ירדן צריכה להגדיר בחומת האש שהיא רוצה למנוע כניסת תקשורת מסינגפור
 
3.   גדרות ומנעולים- ירדן תבנה אבטחה פיזית שתמנע מהסינגפורים לחדור לתקשורת שלה
 
4.   וידוא זהות- בעזרת סיסמאות, כרטיסים, טביעות אצבע ועוד ירדן תגן על התקשורת באופן מוחלט
 
 .",3
"במערכות קבצים מסורתיות, קיימת התקלה האופיינית:
 
1.   מידע חסר
 
2.   כל התשובות נכונות
 
3.   כפילויות במידע
 
4.   מידע סותר
 
 .",4
"מהמשפטים הבאים מה נכון לומר על מודל ""מפל המים""?
 
1. ניתן לבצע בו שינויים לכל אורך הפרויקט.
 
2. מתודולוגיה שמתאימה לפרויקטים גמישים ולא סופיים.
 
3. תהליך שיטתי ולוגי המורכב משלבים מוגדרים.
 
4. הלקוח מעורב בפרויקט באופן מל
 
 .",2
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
2.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
3.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
4.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
 .",2
"מהם הרמות לפיהן נהוג לחלק את תוכנה בין שרת ולקוח? 
1.    נתונים, לוגיקה, תצוגה/ממשק
  
2.    נתונים, מערכת הפעלה, איכות הקובץ *
  
3.    לוגיקה, תצוגה, איכות הקובץ
  
4.    מערכת הפעלה, סיבים אופטים, לוגיקה
  
 .",2
"איזה מהמשפטים הבאים נכון?
 
1. ניתן להריץ תוכנה רזה על מחשב שמן.
 
2. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
3. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
4. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
 .",3
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   מספר אישי
 
2.   מספר הזמנה
 
3.   מספר ת.ז
 
4.   שם פרטי
 
 .",3
"מה מהבאים נכון לגבי DBMS?
 
1.    מאפשרת כתיבה וקריאה מבסיס הנתונים (ע""פ הגדרת המתכנת)
  
2.    מספקת שירותי נתונים למספר רב של יישומים שונים בו זמנית
  
3.    כל התשובות נכונות
  
4.    מערכת תוכנה המנהלת בסיס נתונים
  
 .",1
"ירדן פתחה חברה חדשה, וכרגע היא נמצאת בפיתוח אמצעי אבטחת התקשורת והאינטרנט. ירדן מאוד חוששת שמתחריה בסינגפור ינסו להיכנס לתקשורת שלה ולפגוע בה. באיזה כלי יכולה ירדן להשתמש על מנת להסיר את החשש מליבה?
 
1.   אין לירדן מה לעשות חוץ מלהתפלל
 
2.   וידוא זהות- בעזרת סיסמאות, כרטיסים, טביעות אצבע ועוד ירדן תגן על התקשורת באופן מוחלט
 
3.   גדרות ומנעולים- ירדן תבנה אבטחה פיזית שתמנע מהסינגפורים לחדור לתקשורת שלה
 
4.   FIREWALL- ירדן צריכה להגדיר בחומת האש שהיא רוצה למנוע כניסת תקשורת מסינגפור
 
 .",1
"למה ארגונים שומרים מידע?
 
1.    כדי לאפשר קבלת החלטות טובות יותר
  
2.    כדי לתעד היסטוריה
  
3.    כיוון שעלויות האחסון נמוכות מאוד
  
4.    כי ארגונים לא אוהבים למחוק מידע
  
 .",4
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   C2B מסוג Service Provider.
 
2.   C2B מסוג Market Creator.
 
3.   B2C מסוג Service Provider.
 
4.   B2C מסוג Transaction Broker.
 
 .",1
"מה הוא השלב האחרון במחזור החיים
 
1. תחזוקה
 
2. פיתוח
 
3. המתנה לתשלום
 
4. הטמעה
 
 .",3
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
3. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
 .",4
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. מערכת יקרה
 
2. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
3. נדרש תהליך הטמעה ממושך
 
4. כל התשובות נכונות
 
 .",1
"אתר יד 2 הוא דוגמה לאתר: (יש לבחור את התשובה הכי נכונה)
 
1.  C2B
  
2.  C2C2B
  
3.  C2C
  
4.  B2B
  
 .",3
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
2.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
3.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
4.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
 .",1
"פוטנציאל קיבולת ההעברה מאפיין את רוחב הסרט, ככל שרוחב הפס גדול יותר:
 
1. המחיר זול יותר.
 
2. המקלט עלול לפענח את המידע באופן פחות נאמן.
 
3. ניתן להעביר כמות גדולה של נתונים בקצב גבוהה.
 
4. המידע העובר בו זמין יותר.
 
 .",3
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. נדרש תהליך הטמעה ממושך
 
2. כל התשובות נכונות
 
3. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
4. מערכת יקרה
 
 .",3
"מה הוא השלב האחרון במחזור החיים
 
1. הטמעה
 
2. תחזוקה
 
3. המתנה לתשלום
 
4. פיתוח
 
 .",4
"בעלים של חברה בודק את תחום הארכיטקטורה, עזרו לו להבין אילו מגמות משפיעות על ארכיטקטורות?
 
1. עליה באמינות הטכנולוגיה
  
2. העובדה ששימוש בטכנולוגיות מתקדמות נהיה פשוט יותר עם הזמן
  
3.    כל התשובות נכונות
  
4. הוזלה של כל רכיבי החומרה 
 .",3
"אילו מבין התשובות אינה אופציה לסוג מערכת המלצה קיימת?
 
1.    המלצה לפריטים הדומים לאלה שצורך המשתמש
  
2.    המלצה ע""פ רכישות דומות שבוצעו בעבר
  
3.    המלצות מותאמות משכורת שמאפשרת סוג קניות זה
  
4.    המלצה לפריטים על בסיס דמיון של המשתמש למשתמשים אחרים
  
 .",2
"מנכ״ל חברת מקדונלדס אחראי על סניפי החברה, החברה משתמשת במערכות מידע, כדי לאסוף את כל הנתונים הנוגעים להתפתחות החברה מה הייתם מציעים למנכ״לֹ לעשות כדי לאסוף את הנתונים ההכרחיים.
 
1.   להגיע אישית לכל סניף לאסוף את הנתונים
 
2.   להשתמש במחסן הנתונים שמופק ממערכת ניהול בסיסי הנתונים, ולעבוד לפיכך
 
3.   לקבל דיווח אישי על פי דעתו של כל מנהל סניף
 
4.   להשתמש בשליחים שיביאו את בסיסי הנתונים למטה המרכזי של החברה
 
 .",3
"מה התכונה החשובה ביותר של שדה מפתח?
 
1. מוצפן
 
2.   ממספר את הרשומות בסדר עולה
 
3.   חד חד ערכי
 
4.   זהה בכל הרשומות
 
 .",3
"מדוע קיימים מערכות חינמיות לבסיסי נתונים (OPEN SOURCE)?
 
1.   כל התשובות נכונות
 
2.   לייצר כלכלה חדשה ע""י תמיכה ברעיונות ללא יכולת פיתוח
 
3.   להתנגד לחברות מערכות המידע הגדולות השולטות
 
4.   להתאמן ולצבור נסיון בתכנות
 
 .",4
"פוטנציאל קיבולת ההעברה מאפיין את רוחב הסרט, ככל שרוחב הפס גדול יותר:
 
1. המידע העובר בו זמין יותר.
 
2. המחיר זול יותר.
 
3. ניתן להעביר כמות גדולה של נתונים בקצב גבוהה.
 
4. המקלט עלול לפענח את המידע באופן פחות נאמן.
 
 .",2
"מהו יתרון וחסרון אפשריים במדיניות של ""אתר חם"" כתוכנית התאוששות?
 
1.   יתרון – התאוששות מידית. חסרון – עלות כפולה.
 
2.   יתרון – התאוששות מהירה. חסרון – קרבה פיזית של האתרים (במקרה של אסון).
 
3.   יתרון – עלות נמוכה. חסרון – התאוששות איטית.
 
4.   יתרון – עלות נמוכה. חסרון – חוסר גיבוי מספק של המידע.
 
 .",3
"אם ארצה לאפשר למשתמש מחוץ לארגון בעיר אחרת לגלוש ברשת הארגונית שלי אשתמש ב-
 
1. SSL
 
2.   VPN
 
3. NFC
 
4. FIREWALL
 
 .",4
"מה מהבאים הינו כלי ליצירת בקרת גישה?
 
1.   כל התשובות נכונות
 
2.   כרטיס מגנטי
 
3.   טביעת אצבע
 
4.   זיהוי קולי
 
 .",1
"מהו יתרון וחסרון אפשריים במדיניות של ""אתר חם"" כתוכנית התאוששות?
 
1.   יתרון – עלות נמוכה. חסרון – התאוששות איטית.
 
2.   יתרון – עלות נמוכה. חסרון – חוסר גיבוי מספק של המידע.
 
3.   יתרון – התאוששות מידית. חסרון – עלות כפולה.
 
4.   יתרון – התאוששות מהירה. חסרון – קרבה פיזית של האתרים (במקרה של אסון).
 
 .",3
"תומר היה טייס מסוקים בטייסת 118, הוא סיים את שירותו בהצטיינות ויצא אל שוק העבודה, תומר התלבט האם להכנס לענף הבנייה או לענף התוכנה, הוא התייעץ עם חבריו בטייסת וקיבל המלצות על ענף הבנייה מפני שהענף יותר יציב ולפרויקט יש יותר סיכויים להצליח מה הסיבה לטענה זאת?
 
1.   דרישות המשתמשים לא יציבות
 
2.   טכנולוגיה משתנה מהר
 
3.   תוכנה אינה דבר מוחשי
 
4.   כל התשובות נכונות
 
 .",2
"ChatGPT היא מערכת מידע המשתמשת ב:
 
1. בינה מלאכותית
 
2. בינה עסקית
 
3. BI
 
4. מערכות המלצה
 
 .",1
"בעבודה מול הענן, מה נעדיף?
 
1.   מספר קטן של שכבות
 
2.   שרת חזק
 
3.   מחשב שמן
 
4.   תקשורת מהירה *
 
 .",3
"מה הוא השלב האחרון במחזור החיים
 
1. המתנה לתשלום
 
2. הטמעה
 
3. פיתוח
 
4. תחזוקה
 
 .",4
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   B2C מסוג Service Provider.
 
2.   C2B מסוג Service Provider.
 
3.   C2B מסוג Market Creator.
 
4.   B2C מסוג Transaction Broker.
 
 .",1
"מה מבין הבאים הינו מדיניות של מערכות מידע בנוגע לחומרה
 
1.   שימוש בספקי שירותים חיצוניים
 
2.   כל התשובות נכונות
 
3.   בחירת מערכות מחשוב
 
4.   קביעת יכולות מחשוב
 
 .",4
"מהו סוג הארגון אשר בונה מטוסי כיבוי?
 
1.   שירות
 
2.   נגרות
 
3. עיצוב
 
4. ייצור
 
 .",1
"מי מהבאים יותר נכון לגבי ההבדל בין RAM ל- ROM?
 
1. ROM הוא זיכרון ניתן למחיקה
 
2. ל-RAM יש נפח קטן יותר
 
3. RAM זו טכנולוגיה חדישה
 
4. RAM הוא זיכרון נדיף
 
 .",3
"איך יכול להיגרם נזק לחברה מגורם אנושי פנימי?
 
1.   דיווח על טכנולוגיות לחברה מתחרה
 
2.   כל התשובות נכונות
 
3.   שפיכת קפה על השרת של החברה
 
4.   כניסה למייל זדוני
 
 .",2
"מה הוא השלב האחרון במחזור החיים
 
1. המתנה לתשלום
 
2. תחזוקה
 
3. הטמעה
 
4. פיתוח
 
 .",4
"מהי המגמה שהובילה את הפיכת טכנולוגיות המידע למוצר צריכה?
 
1.  כל התשובות נכונות
  
2.  מיקור חוץ - קיום חברות חיצוניות שמוכנות לנהל את שרותי המחשוב עבורי
 
3. מחשב בכל כיס
  
4.  ירידה מתמדת במחירי החומרה והתקשורת
  
 .",4
"מי מהבאים יותר נכון לגבי ההבדל בין RAM ל- ROM?
 
1. ל-RAM יש נפח קטן יותר
 
2. RAM זו טכנולוגיה חדישה
 
3. ROM הוא זיכרון ניתן למחיקה
 
4. RAM הוא זיכרון נדיף
 
 .",2
"מהמשפטים הבאים מה נכון לומר על מודל ""מפל המים""?
 
1. תהליך שיטתי ולוגי המורכב משלבים מוגדרים.
 
2. מתודולוגיה שמתאימה לפרויקטים גמישים ולא סופיים.
 
3. הלקוח מעורב בפרויקט באופן מל
 
4. ניתן לבצע בו שינויים לכל אורך הפרויקט.
 
 .",2
"איזה ממודלי הסבת הנתונים הבאים הוא המהיר ביותר להטמעה?
 
1. הסבה מיידית (Big bang)
 
2. הסבה במקביל
 
3. הסבה הדרגתית
 
4. הסבה פיילוט
 
 .",2
"מהי המגמה שהובילה את הפיכת טכנולוגיות המידע למוצר צריכה?
 
1.  כל התשובות נכונות
  
2. מחשב בכל כיס
  
3.  ירידה מתמדת במחירי החומרה והתקשורת
  
4.  מיקור חוץ - קיום חברות חיצוניות שמוכנות לנהל את שרותי המחשוב עבורי
 
 .",1
"מדוע קיימים מערכות חינמיות לבסיסי נתונים (OPEN SOURCE)?
 
1.   להתנגד לחברות מערכות המידע הגדולות השולטות
 
2.   לייצר כלכלה חדשה ע""י תמיכה ברעיונות ללא יכולת פיתוח
 
3.   כל התשובות נכונות
 
4.   להתאמן ולצבור נסיון בתכנות
 
 .",4
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1.   נשרפו המשרדים, נגרם נזק פיזי
 
2.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
3. כל התשובות נכונות
 
4.   אחד מעובדיו גנב מידע
 
 .",1
"בעלים של חברה בודק את תחום הארכיטקטורה, עזרו לו להבין אילו מגמות משפיעות על ארכיטקטורות?
 
1. הוזלה של כל רכיבי החומרה 
2. העובדה ששימוש בטכנולוגיות מתקדמות נהיה פשוט יותר עם הזמן
  
3. עליה באמינות הטכנולוגיה
  
4.    כל התשובות נכונות
  
 .",3
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. RAD
 
2. Agile
 
3. מודל הספירלה
 
4. Firewall
 
 .",3
